datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2026 9:00:00 AM,1/1/2026 4:00:00 AM,RFC,MIDATL,PL,PLCO,4565.517,False
1/1/2026 9:00:00 AM,1/1/2026 4:00:00 AM,RFC,MIDATL,PN,PN,1845.696,True
1/1/2026 9:00:00 AM,1/1/2026 4:00:00 AM,RFC,MIDATL,PS,PS,4436.772,True
1/1/2026 9:00:00 AM,1/1/2026 4:00:00 AM,RFC,MIDATL,RECO,RECO,135.646,False
1/1/2026 9:00:00 AM,1/1/2026 4:00:00 AM,RFC,MIDATL,PEP,SMECO,465.594,True
1/1/2026 9:00:00 AM,1/1/2026 4:00:00 AM,RFC,MIDATL,PL,UGI,123.922,True
1/1/2026 9:00:00 AM,1/1/2026 4:00:00 AM,RFC,MIDATL,AE,VMEU,69.965,True
1/1/2026 9:00:00 AM,1/1/2026 4:00:00 AM,RTO,RTO,RTO,RTO,92860.616,False
1/1/2026 10:00:00 AM,1/1/2026 5:00:00 AM,RFC,MIDATL,AE,AECO,959.019,True
1/1/2026 10:00:00 AM,1/1/2026 5:00:00 AM,RFC,WEST,AEP,AEPAPT,4746.806,True
1/1/2026 10:00:00 AM,1/1/2026 5:00:00 AM,RFC,WEST,AEP,AEPIMP,3210.754,True
1/1/2026 10:00:00 AM,1/1/2026 5:00:00 AM,RFC,WEST,AEP,AEPKPT,683.685,True
1/1/2026 10:00:00 AM,1/1/2026 5:00:00 AM,RFC,WEST,AEP,AEPOPT,8161.572,True
1/1/2026 10:00:00 AM,1/1/2026 5:00:00 AM,RFC,WEST,AP,AP,6316.674,True
1/1/2026 10:00:00 AM,1/1/2026 5:00:00 AM,RFC,MIDATL,BC,BC,3577.845,True
1/1/2026 10:00:00 AM,1/1/2026 5:00:00 AM,RFC,WEST,CE,CE,10266.499,True
1/1/2026 10:00:00 AM,1/1/2026 5:00:00 AM,RFC,WEST,DAY,DAY,1922.748,False
1/1/2026 10:00:00 AM,1/1/2026 5:00:00 AM,RFC,WEST,DEOK,DEOK,2846.067,False
1/1/2026 10:00:00 AM,1/1/2026 5:00:00 AM,SERC,SOUTH,DOM,DOM,15985.722,True
1/1/2026 10:00:00 AM,1/1/2026 5:00:00 AM,RFC,MIDATL,DPL,DPLCO,2249.890,True
1/1/2026 10:00:00 AM,1/1/2026 5:00:00 AM,RFC,WEST,DUQ,DUQ,1472.134,False
1/1/2026 10:00:00 AM,1/1/2026 5:00:00 AM,RFC,MIDATL,DPL,EASTON,31.753,True
1/1/2026 10:00:00 AM,1/1/2026 5:00:00 AM,SERC,WEST,EKPC,EKPC,1932.709,False
1/1/2026 10:00:00 AM,1/1/2026 5:00:00 AM,RFC,MIDATL,JC,JC,2318.798,True
1/1/2026 10:00:00 AM,1/1/2026 5:00:00 AM,RFC,MIDATL,ME,ME,1695.228,True
1/1/2026 10:00:00 AM,1/1/2026 5:00:00 AM,RFC,WEST,ATSI,OE,6854.794,True
1/1/2026 10:00:00 AM,1/1/2026 5:00:00 AM,RFC,WEST,OVEC,OVEC,44.000,True
1/1/2026 10:00:00 AM,1/1/2026 5:00:00 AM,RFC,WEST,ATSI,PAPWR,554.813,True
1/1/2026 10:00:00 AM,1/1/2026 5:00:00 AM,RFC,MIDATL,PE,PE,4272.869,True
1/1/2026 10:00:00 AM,1/1/2026 5:00:00 AM,RFC,MIDATL,PEP,PEPCO,2719.181,True
1/1/2026 10:00:00 AM,1/1/2026 5:00:00 AM,RFC,MIDATL,PL,PLCO,4764.016,False
1/1/2026 10:00:00 AM,1/1/2026 5:00:00 AM,RFC,MIDATL,PN,PN,1899.756,True
1/1/2026 10:00:00 AM,1/1/2026 5:00:00 AM,RFC,MIDATL,PS,PS,4501.814,True
1/1/2026 10:00:00 AM,1/1/2026 5:00:00 AM,RFC,MIDATL,RECO,RECO,139.083,False
1/1/2026 10:00:00 AM,1/1/2026 5:00:00 AM,RFC,MIDATL,PEP,SMECO,478.853,True
1/1/2026 10:00:00 AM,1/1/2026 5:00:00 AM,RFC,MIDATL,PL,UGI,128.321,True
1/1/2026 10:00:00 AM,1/1/2026 5:00:00 AM,RFC,MIDATL,AE,VMEU,70.933,True
1/1/2026 10:00:00 AM,1/1/2026 5:00:00 AM,RTO,RTO,RTO,RTO,94806.336,False
1/1/2026 11:00:00 AM,1/1/2026 6:00:00 AM,RFC,MIDATL,AE,AECO,982.460,True
1/1/2026 11:00:00 AM,1/1/2026 6:00:00 AM,RFC,WEST,AEP,AEPAPT,4842.865,True
1/1/2026 11:00:00 AM,1/1/2026 6:00:00 AM,RFC,WEST,AEP,AEPIMP,3269.150,True
1/1/2026 11:00:00 AM,1/1/2026 6:00:00 AM,RFC,WEST,AEP,AEPKPT,701.025,True
